City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
347,East London,ZA,69.8,Clouds,-33.02,27.91,Tu Casa
348,Port Alfred,ZA,66.99,Clear,-33.59,26.89,The Halyards Hotel
349,Husavik,IS,32.0,Clouds,66.04,-17.34,Bjarnabúð
350,Matagami,CA,23.0,Snow,49.75,-77.63,Hôtel Matagami
351,Khatanga,RU,13.17,Clouds,71.97,102.5,"Gostinitsa ""Zapolyar'ye"""
352,Kaitangata,NZ,57.99,Clouds,-46.28,169.85,Kaitangata Motor Camp
353,Ahipara,NZ,80.01,Clouds,-35.17,173.17,Ahipara Holiday Park
354,Butaritari,KI,83.25,Clouds,3.07,172.79,Isles Sunset Lodge
355,Sault Sainte Marie,CA,19.4,Clear,46.52,-84.33,Comfort Inn
356,Bethel,US,51.01,Clouds,41.37,-73.41,Courtyard by Marriott Danbury
357,Wilmington,US,62.6,Rain,34.23,-77.94,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
361,Cape Town,ZA,64.0,Clear,-33.93,18.42,Southern Sun Waterfront Cape Town
362,Kaitangata,NZ,57.99,Clouds,-46.28,169.85,Kaitangata Motor Camp
363,Gat,IL,54.0,Clear,31.61,34.76,OlusHome
364,Dawlatabad,AF,65.12,Clouds,36.41,64.91,WASIM ASGAR KHAN
366,Punta Arenas,CL,50.0,Clouds,-53.15,-70.92,Hotel Dreams Del Estrecho
367,Fortuna,US,50.0,Clouds,40.6,-124.16,Super 8 By Wyndham Fortuna
368,Pasighat,IN,74.7,Clouds,28.07,95.33,Siang Guest House
369,Joshimath,IN,48.79,Clear,30.57,79.57,OYO 37645 Hotel Nature Inn Deluxe
370,Camacha,PT,59.0,Clouds,33.08,-16.33,Hotel Porto Santo & Spa
371,Cape Town,ZA,64.0,Clear,-33.93,18.42,Southern Sun Waterfront Cape Town
372,Saldanha,ZA,57.2,Clear,-33.01,17.94,Blue Bay Lodge
373,Diego De Almagro,CL,57.69,Clear,-26.37,-70.05,hotel luna del desierto
374,Kaeo,NZ,80.01,Clear,-35.1,173.78,Bushido Lodge
376,Anajatuba,BR,73.06,Clouds,-3.26,-44.62,Pousada Por do Sil
377,Gushikawa,JP,71.6,Clouds,26.35,127.87,Kirari Guest House
378,Viedma,AR,83.41,Clear,-40.81,-63.0,Hotel Cristal
379,San Patricio,MX,75.58,Clear,19.22,-104.7,Hotel Cabo Blanco
380,New Norfolk,AU,66.99,Clouds,-42.78,147.06,The Shingles Riverside Cottages
381,Kodiak,US,21.2,Clear,57.79,-152.41,Mission Lake Bed and Breakfast
382,Mangrol,IN,78.01,Clear,21.12,70.12,Hotel The Royal Honours
383,Mar Del Plata,AR,72.0,Clouds,-38.0,-57.56,Gran Hotel Mar del Plata habitaciones
385,Kapaa,US,73.4,Mist,22.08,-159.32,Sheraton Kauai Resort at Coconut Beach
386,East London,ZA,69.8,Clouds,-33.02,27.91,Tu Casa
387,Atuona,PF,82.27,Clouds,-9.8,-139.03,Villa Enata
388,New Norfolk,AU,66.99,Clouds,-42.78,147.06,The Shingles Riverside Cottages
389,Sept-Iles,CA,26.01,Snow,50.2,-66.38,Comfort Inn
390,Puerto Ayora,EC,80.01,Clear,-0.74,-90.35,Finch Bay Galapagos Hotel
391,Port Lincoln,AU,66.74,Clouds,-34.73,135.87,Port Lincoln Hotel
392,Portree,GB,42.01,Clouds,57.41,-6.19,The Royal Hotel
393,Souillac,MU,84.0,Rain,-20.52,57.52,Bils' Villa
395,Ushuaia,AR,46.4,Clouds,-54.8,-68.3,Albatros Hotel
396,Mehamn,NO,26.6,Snow,71.04,27.85,Mehamn Arctic Hotel AS
397,Barzas,RU,28.4,Clouds,55.72,86.32,
398,Saint-Philippe,RE,86.0,Clouds,-21.36,55.77,"Chambres d'hôte ""La Trinité"""
400,Saskylakh,RU,19.44,Clouds,71.92,114.08,Saskylakh Aeroport
401,Albany,US,46.99,Clouds,42.6,-73.97,
402,Mandera,KE,80.67,Clear,3.94,41.87,Kornesh Hotel and Lodging
403,Cairns,AU,89.6,Clouds,-16.92,145.77,Mantra Trilogy Cairns
404,Albany,US,46.99,Clouds,42.6,-73.97,
405,Ancud,CL,50.0,Clear,-41.87,-73.82,HOTEL ANCUD DON LUCAS
406,Busselton,AU,88.0,Clear,-33.65,115.33,Observatory Guest House
408,Geraldton,AU,96.8,Clear,-28.77,114.6,Broadwater Mariner Resort
409,Bengkulu,ID,92.16,Clouds,-3.8,102.27,Grage Hotel Bengkulu
410,Lata,PT,57.0,Clouds,40.16,-8.33,Casa Maquia
411,Punta Arenas,CL,50.0,Clouds,-53.15,-70.92,Hotel Dreams Del Estrecho
412,Albany,US,46.99,Clouds,42.6,-73.97,
414,Cabo San Lucas,MX,66.99,Clouds,22.89,-109.91,Hotel Tesoro Los Cabos
416,Namibe,AO,74.84,Clear,-15.2,12.15,Chik-Chik Namibe
418,Port Alfred,ZA,66.99,Clear,-33.59,26.89,The Halyards Hotel
420,Bluff,NZ,60.01,Clouds,-46.6,168.33,Bluff Homestead - Guesthouse & Campervan Park
423,Pacifica,US,64.99,Clouds,37.61,-122.49,"Pacifica Lighthouse, Trademark Collection by Wyndham"
424,Manta,EC,78.8,Clouds,-0.95,-80.73,Balandra Hotel
425,Salym,RU,25.88,Clouds,60.06,71.48,Gostinitsa V Salyme
426,Albany,US,46.99,Clouds,42.6,-73.97,
427,Harper,LR,76.71,Clouds,4.38,-7.72,Cape View Guest House
428,Usogorsk,RU,23.2,Clouds,63.41,48.69,"""Dom Invest - Kvartiry Posutochno"""
430,Hithadhoo,MV,84.81,Clouds,-0.6,73.08,Scoop Guest House
431,Albany,US,46.99,Clouds,42.6,-73.97,
432,East London,ZA,69.8,Clouds,-33.02,27.91,Tu Casa
438,Vaini,TO,82.4,Clouds,-21.2,-175.2,Keleti Beach Resort
439,Torbay,CA,15.01,Clouds,47.67,-52.73,Gallows Cove
440,Ushuaia,AR,46.4,Clouds,-54.8,-68.3,Albatros Hotel
441,Kodiak,US,21.2,Clear,57.79,-152.41,Mission Lake Bed and Breakfast
442,Hilo,US,73.4,Rain,19.73,-155.09,Hilo Hawaiian Hotel
443,Kaeo,NZ,80.01,Clear,-35.1,173.78,Bushido Lodge
444,Geraldton,AU,96.8,Clear,-28.77,114.6,Broadwater Mariner Resort
445,Guasdualito,VE,82.4,Clear,7.24,-70.73,Hotel Cuibas
447,Aykhal,RU,12.2,Clouds,66.0,111.5,
448,Bluff,NZ,60.01,Clouds,-46.6,168.33,Bluff Homestead - Guesthouse & Campervan Park
449,Sirjan,IR,54.91,Clear,29.45,55.68,هتل عطرسیب سیرجان
450,Ushuaia,AR,46.4,Clouds,-54.8,-68.3,Albatros Hotel
451,Rawson,AR,67.71,Clear,-43.3,-65.1,Hotel Punta León
453,Hermanus,ZA,69.01,Clear,-34.42,19.23,Misty Waves Boutique Hotel
457,Portland,US,50.0,Clouds,45.52,-122.68,Portland Marriott City Center
458,Kodiak,US,21.2,Clear,57.79,-152.41,Mission Lake Bed and Breakfast
459,Cayenne,GF,75.2,Clouds,4.93,-52.33,Hôtel Le Dronmi
460,Saskylakh,RU,19.44,Clouds,71.92,114.08,Saskylakh Aeroport
461,Hamilton,US,53.01,Rain,39.18,-84.53,Six Acres Bed & Breakfast
462,Margate,GB,39.0,Clear,51.38,1.39,Premier Inn Margate hotel
463,San Jose,US,66.2,Clear,37.34,-121.89,The Westin San Jose
464,Cayenne,GF,75.2,Clouds,4.93,-52.33,Hôtel Le Dronmi
466,Flin Flon,CA,12.2,Clouds,54.77,-101.86,Victoria Inn Flin Flon
467,Ugoofaaru,MV,82.94,Clouds,5.67,73.0,Ungoofaaru Inn
468,Atuona,PF,82.27,Clouds,-9.8,-139.03,Villa Enata
469,Roald,NO,41.0,Clouds,62.58,6.13,Flem Cabins
470,Katsuura,JP,64.0,Clouds,35.13,140.3,Katsuura Hotel Mikazuki
472,Ushuaia,AR,46.4,Clouds,-54.8,-68.3,Albatros Hotel
473,Hermanus,ZA,69.01,Clear,-34.42,19.23,Misty Waves Boutique Hotel
474,Bafq,IR,54.43,Clear,31.61,55.41,Alamdar Hotel
475,Busselton,AU,88.0,Clear,-33.65,115.33,Observatory Guest House
476,Kiyevskoye,RU,48.2,Clouds,45.04,37.89,Gostevoy Dom
477,Souillac,MU,84.0,Rain,-20.52,57.52,Bils' Villa
479,Castro,BR,54.93,Clouds,-24.79,-50.01,CHACARA BAILLY
480,Avarua,CK,82.4,Clouds,-21.21,-159.78,Paradise Inn
483,Bluff,NZ,60.01,Clouds,-46.6,168.33,Bluff Homestead - Guesthouse & Campervan Park
484,Rundu,,66.2,Clouds,-17.93,19.77,Millennia Estate
487,Bluff,NZ,60.01,Clouds,-46.6,168.33,Bluff Homestead - Guesthouse & Campervan Park
488,Archidona,ES,57.99,Clouds,37.1,-4.39,Hotel Escua
489,Atuona,PF,82.27,Clouds,-9.8,-139.03,Villa Enata
490,Goshogawara,JP,46.99,Clouds,40.8,140.44,Hotel Sunroute Patio Goshogawara
491,Bandarbeyla,SO,77.67,Clouds,9.49,50.81,REER XOOSHLE GROUP
493,Cape Town,ZA,64.0,Clear,-33.93,18.42,Southern Sun Waterfront Cape Town
494,Villarrica,PY,67.73,Clear,-25.75,-56.43,Mansión Reljuv Tours SA
495,Vaini,TO,82.4,Clouds,-21.2,-175.2,Keleti Beach Resort
496,Khatanga,RU,13.17,Clouds,71.97,102.5,"Gostinitsa ""Zapolyar'ye"""
497,Constitucion,CL,54.09,Clouds,-35.33,-72.42,Hotel Boutique Las Azucenas
498,Kodiak,US,21.2,Clear,57.79,-152.41,Mission Lake Bed and Breakfast
500,Balabac,PH,84.11,Clouds,7.99,117.06,Sing and Swing Lodge
501,Jamestown,US,45.0,Fog,42.1,-79.24,Hampton Inn & Suites Jamestown
502,Ushuaia,AR,46.4,Clouds,-54.8,-68.3,Albatros Hotel
504,Agadez,NE,63.14,Clear,19.75,10.25,
505,Kaitangata,NZ,57.99,Clouds,-46.28,169.85,Kaitangata Motor Camp
506,Liebenburg,DE,43.0,Rain,52.02,10.43,Hotel Quellenhof GmbH & Co.KG
507,Monte Patria,CL,54.61,Clear,-30.69,-70.95,Hotel Monte Cordillera
508,Vaini,TO,82.4,Clouds,-21.2,-175.2,Keleti Beach Resort
509,Tasiilaq,GL,26.6,Snow,65.61,-37.64,The Red House
510,Vaini,TO,82.4,Clouds,-21.2,-175.2,Keleti Beach Resort
511,Mar Del Plata,AR,72.0,Clouds,-38.0,-57.56,Gran Hotel Mar del Plata habitaciones
512,Albany,US,46.99,Clouds,42.6,-73.97,
513,Niny,RU,37.78,Clouds,44.49,43.95,
514,Ushuaia,AR,46.4,Clouds,-54.8,-68.3,Albatros Hotel
515,Georgetown,MY,91.4,Clouds,5.41,100.34,Cititel Penang
516,Khatanga,RU,13.17,Clouds,71.97,102.5,"Gostinitsa ""Zapolyar'ye"""
517,Ushuaia,AR,46.4,Clouds,-54.8,-68.3,Albatros Hotel
518,Cabo San Lucas,MX,66.99,Clouds,22.89,-109.91,Hotel Tesoro Los Cabos
519,Sitka,US,39.2,Clouds,57.05,-135.33,Westmark Sitka
522,Vaini,TO,82.4,Clouds,-21.2,-175.2,Keleti Beach Resort
523,Dhone,IN,88.79,Clouds,15.42,77.88,Krishna Lodge Dhone
524,Hihya,EG,51.8,Clear,30.67,31.59,Host Central
525,Ponta Delgada,PT,64.4,Clouds,37.73,-25.67,Vila Nova Hotel
526,Ushuaia,AR,46.4,Clouds,-54.8,-68.3,Albatros Hotel
528,Cape Town,ZA,64.0,Clear,-33.93,18.42,Southern Sun Waterfront Cape Town
529,Torbay,CA,15.01,Clouds,47.67,-52.73,Gallows Cove
530,Cape Town,ZA,64.0,Clear,-33.93,18.42,Southern Sun Waterfront Cape Town
531,Richards Bay,ZA,73.9,Clear,-28.78,32.04,BON Hotel Waterfront Richards Bay
532,Nizhnevartovsk,RU,21.2,Clouds,60.93,76.55,Gostinichnyy Kompleks Samotlor
533,Avarua,CK,82.4,Clouds,-21.21,-159.78,Paradise Inn
534,Puerto Quijarro,BO,69.01,Clear,-17.78,-57.77,Hotel palance
535,Hobart,AU,66.99,Clouds,-42.88,147.33,St Ives Apartments
536,Kruisfontein,ZA,69.57,Clouds,-34.0,24.73,Oyster Bay House Rental
537,Vila Velha,BR,73.4,Clouds,-20.33,-40.29,Hotel Vitória Palace
538,Severo-Kurilsk,RU,25.43,Clouds,50.68,156.12,Kak Doma
539,San Patricio,MX,75.58,Clear,19.22,-104.7,Hotel Cabo Blanco
541,Chachapoyas,PE,51.78,Clouds,-6.23,-77.87,Teresita
542,Kabanjahe,ID,89.6,Clouds,3.1,98.49,Murni Losmen
543,Cape Town,ZA,64.0,Clear,-33.93,18.42,Southern Sun Waterfront Cape Town
544,Nikolskoye,RU,32.0,Clouds,59.7,30.79,Tourist House - Sablino
545,Kodiak,US,21.2,Clear,57.79,-152.41,Mission Lake Bed and Breakfast
546,Hermanus,ZA,69.01,Clear,-34.42,19.23,Misty Waves Boutique Hotel
547,Jamestown,US,45.0,Fog,42.1,-79.24,Hampton Inn & Suites Jamestown
549,Bubaque,GW,79.54,Clear,11.28,-15.83,Casa Dora
550,Meulaboh,ID,83.34,Clouds,4.14,96.13,Kost Pria
551,Cape Town,ZA,64.0,Clear,-33.93,18.42,Southern Sun Waterfront Cape Town
552,Busselton,AU,88.0,Clear,-33.65,115.33,Observatory Guest House
554,Atuona,PF,82.27,Clouds,-9.8,-139.03,Villa Enata
555,Saskylakh,RU,19.44,Clouds,71.92,114.08,Saskylakh Aeroport
556,Hermanus,ZA,69.01,Clear,-34.42,19.23,Misty Waves Boutique Hotel
557,Belem De Sao Francisco,BR,76.1,Clouds,-8.75,-38.97,Village Hotel
560,Palmer,US,51.8,Clouds,42.16,-72.33,Wedgewood Motel
561,Beyneu,KZ,39.0,Clouds,45.32,55.2,NUR
563,Shenzhen,CN,75.99,Clouds,22.55,114.07,Shun Hing Square
564,Hermanus,ZA,69.01,Clear,-34.42,19.23,Misty Waves Boutique Hotel
566,Mahebourg,MU,84.0,Rain,-20.41,57.7,Shandrani Beachcomber Resort & Spa
567,Geraldton,AU,96.8,Clear,-28.77,114.6,Broadwater Mariner Resort
568,Castro,BR,54.93,Clouds,-24.79,-50.01,CHACARA BAILLY
569,Kavieng,PG,86.36,Clouds,-2.57,150.8,Nusa Island Retreat
570,Lata,PT,57.0,Clouds,40.16,-8.33,Casa Maquia
572,Bluff,NZ,60.01,Clouds,-46.6,168.33,Bluff Homestead - Guesthouse & Campervan Park
573,Hilo,US,73.4,Rain,19.73,-155.09,Hilo Hawaiian Hotel
574,Ponta Do Sol,PT,59.0,Clouds,32.67,-17.1,Hotel do Campo
575,Kaitangata,NZ,57.99,Clouds,-46.28,169.85,Kaitangata Motor Camp
576,Hobart,AU,66.99,Clouds,-42.88,147.33,St Ives Apartments
577,Ambon,ID,91.4,Clouds,-3.7,128.18,Swiss-Belhotel Ambon
578,Jamestown,US,45.0,Fog,42.1,-79.24,Hampton Inn & Suites Jamestown
579,Talnakh,RU,12.2,Clouds,69.49,88.4,Talnakh Hotel
580,Nanning,CN,75.2,Clouds,22.82,108.32,Nanning Travelling With Hostel
582,Baruun-Urt,MN,13.32,Clouds,46.68,113.28,Ахмадын амралт сувилал
583,Busselton,AU,88.0,Clear,-33.65,115.33,Observatory Guest House
584,Hobart,AU,66.99,Clouds,-42.88,147.33,St Ives Apartments
585,Lagoa,PT,63.79,Clouds,39.05,-27.98,Casa Das Faias
587,Bongandanga,CD,74.44,Clouds,1.5,21.05,
588,Yuzhno-Kurilsk,RU,29.61,Clouds,44.03,145.86,Guesthouse Berloga
589,East London,ZA,69.8,Clouds,-33.02,27.91,Tu Casa
590,Bathsheba,BB,77.0,Clouds,13.22,-59.52,Atlantis Hotel
591,Saskylakh,RU,19.44,Clouds,71.92,114.08,Saskylakh Aeroport
592,Albany,US,46.99,Clouds,42.6,-73.97,
593,Ushuaia,AR,46.4,Clouds,-54.8,-68.3,Albatros Hotel
594,Ushuaia,AR,46.4,Clouds,-54.8,-68.3,Albatros Hotel
595,Mizan Teferi,ET,80.96,Clouds,6.98,35.58,Hotel Salayish | ሆቴል ሳላይሽ
598,Hobart,AU,66.99,Clouds,-42.88,147.33,St Ives Apartments
599,Punta Arenas,CL,50.0,Clouds,-53.15,-70.92,Hotel Dreams Del Estrecho
600,Lubbock,US,59.0,Clouds,33.6,-101.83,La Quinta Inn by Wyndham Lubbock - Downtown Civic Center
601,Lagoa,PT,63.79,Clouds,39.05,-27.98,Casa Das Faias
602,Lorengau,PG,85.46,Clouds,-2.02,147.27,Lorengau Harbourside Hotel
604,Jamestown,US,45.0,Fog,42.1,-79.24,Hampton Inn & Suites Jamestown
605,Sola,VU,84.07,Clouds,-13.88,167.55,Leumerus Bungalows
607,Storebo,NO,37.99,Clouds,60.09,5.23,Norgeshus Austevoll
608,Albany,US,46.99,Clouds,42.6,-73.97,
609,Busselton,AU,88.0,Clear,-33.65,115.33,Observatory Guest House
610,Vaini,TO,82.4,Clouds,-21.2,-175.2,Keleti Beach Resort
611,Hermanus,ZA,69.01,Clear,-34.42,19.23,Misty Waves Boutique Hotel
612,Dzilam Gonzalez,MX,75.51,Clear,21.28,-88.93,Amina
613,Victoria,HK,77.0,Clouds,22.29,114.16,Mini Hotel Central
614,Lebu,CL,51.55,Clear,-37.62,-73.65,Hostal Las Lilas
618,Fortuna,US,50.0,Clouds,40.6,-124.16,Super 8 By Wyndham Fortuna
619,Hithadhoo,MV,84.81,Clouds,-0.6,73.08,Scoop Guest House
620,Dongsheng,CN,24.67,Clouds,39.82,109.98,Crowne Plaza Ordos
621,Jishui,CN,53.8,Clouds,33.73,115.4,
622,Premia De Mar,ES,52.0,Clouds,41.49,2.37,Vilassar
623,High Level,CA,24.8,Clouds,58.52,-117.14,Days Inn by Wyndham High Level
624,Asuncion Nochixtlan,MX,60.19,Clear,17.47,-97.23,Hotel Kristal
625,Porbandar,IN,77.14,Clear,21.64,69.61,Lords Inn Porbandar
626,Abnub,EG,50.0,Clear,27.27,31.15,Romany Adly Gad
627,Naze,JP,69.8,Clouds,28.37,129.48,奄美ポートタワーホテル
628,Matay,EG,57.76,Clear,28.42,30.78,Nag Aespen
629,Irati,BR,55.06,Clouds,-25.47,-50.65,Hotel Colonial
630,Nicoya,CR,78.8,Clouds,10.15,-85.45,Guayacan Real
631,Talnakh,RU,12.2,Clouds,69.49,88.4,Talnakh Hotel
632,Bengkulu,ID,92.16,Clouds,-3.8,102.27,Grage Hotel Bengkulu
633,Panlaitan,PH,84.6,Clouds,12.12,119.85,
634,Kapaa,US,73.4,Mist,22.08,-159.32,Sheraton Kauai Resort at Coconut Beach
635,Mar Del Plata,AR,72.0,Clouds,-38.0,-57.56,Gran Hotel Mar del Plata habitaciones
636,Luderitz,,64.4,Clear,-26.65,15.16,LÜDERITZ NEST HOTEL
637,Tarauaca,BR,72.12,Clouds,-8.16,-70.77,Flat Temporada
638,Rio Gallegos,AR,53.6,Clouds,-51.62,-69.22,Hotel Santa Cruz
639,Rio Gallegos,AR,53.6,Clouds,-51.62,-69.22,Hotel Santa Cruz
640,Ushuaia,AR,46.4,Clouds,-54.8,-68.3,Albatros Hotel
641,Namatanai,PG,86.7,Clouds,-3.67,152.43,Namatanai Hotel
642,Bonfim,BR,79.18,Clouds,3.08,-59.95,
644,Lebu,CL,51.55,Clear,-37.62,-73.65,Hostal Las Lilas
645,Dalvik,IS,32.0,Clouds,65.97,-18.53,Dalvík HI Hostel
646,Albany,US,46.99,Clouds,42.6,-73.97,
647,Ailigandi,PA,72.88,Clouds,9.23,-78.02,akwa reef lodge
649,Gat,IL,54.0,Clear,31.61,34.76,OlusHome
650,Narasannapeta,IN,89.87,Clouds,18.42,84.05,G.lingaraju home
651,Hit,IQ,58.26,Clear,33.64,42.83,بيت اسماعبل محمد حمد
652,Kununurra,AU,91.4,Clouds,-15.77,128.73,Hotel Kununurra
653,La Ronge,CA,19.4,Clouds,55.1,-105.28,Northland Motor Hotel
654,Puerto Ayora,EC,80.01,Clear,-0.74,-90.35,Finch Bay Galapagos Hotel
655,Busselton,AU,88.0,Clear,-33.65,115.33,Observatory Guest House
656,Kupang,ID,86.0,Clouds,-10.17,123.58,Sylvia Hotel Premier Kupang
657,West Bay,KY,79.0,Clouds,19.37,-81.42,Calypso Cove
658,Chabahar,IR,74.62,Clear,25.29,60.64,هتل گدروشیا
659,Sur,OM,81.45,Clear,22.57,59.53,Sur Plaza Hotel
660,Kavieng,PG,86.36,Clouds,-2.57,150.8,Nusa Island Retreat
661,Kidal,ML,69.1,Clear,18.44,1.41,
663,Kharp,RU,11.75,Clouds,66.8,65.81,"Hotel ""Sob"""
664,Samarai,PG,87.49,Clouds,-10.62,150.67,Nuli Sapi
665,Karratha,AU,86.43,Clouds,-20.74,116.85,ibis Styles Karratha
666,Bam,IR,67.87,Clear,29.11,58.36,Bam Tourist Hotel
